Voltage_measured,Current_measured,Temperature_measured,Time
3.873017221300996,-0.001200660698297908,24.65535783391511,0.0
3.479393559379272,-4.030268477538787,24.66647981177477,2.532
4.000587822429767,1.5127306474745377,24.675394470060205,5.5
4.01239519378372,1.5090632819299827,24.693865093855624,8.343999999999998
4.019708059348954,1.5113181929087844,24.705069460327003,11.125000000000004
4.025409466688173,1.5127791303050797,24.718139716943565,13.891000000000002
4.030636266078126,1.5118383429157671,24.731144146729346,16.672
4.035348958689254,1.5102454035974533,24.74128965448197,19.500000000000004
4.039716366731289,1.507795762302671,24.759011413717104,22.282
4.043541209582787,1.5073220259362292,24.766891094649452,25.063
4.046724068525119,1.5102259388805979,24.77833907611839,27.828
4.050320832174241,1.5118533604283586,24.795653409093354,30.641000000000002
4.05347775737346,1.5101392891691983,24.79560886309641,33.453
4.056879474053084,1.5128177135836196,24.80759178608512,36.218999999999994
4.06020401031697,1.5095776610977216,24.826646252886473,39.735
4.063091479523415,1.512772145564553,24.83742133279075,42.578
4.066063636258206,1.5097694943288513,24.846759302784914,45.438
4.068105681238579,1.5113677696899488,24.849166658437596,48.297
4.070910890874503,1.5133979843086343,24.852949981513827,51.188
4.073140624023925,1.5111973524598337,24.86507398527065,54.047
4.075311977341731,1.511244172982425,24.8750624728474,56.922
4.077986508414314,1.5081126310457775,24.886489825324002,59.797
4.07976022217648,1.508852665665067,24.90653922810855,62.688
4.081802115441344,1.510345306542324,24.909302977115132,65.657
4.083793221991377,1.5138807180762495,24.91400306955916,68.547
4.085358875710466,1.5075492173309024,24.92638503176589,71.453
4.087077933894968,1.511287164355708,24.937872894809484,74.344
4.088869895523977,1.5120633075989558,24.9514677083522,77.235
4.089918408383021,1.5125857080872813,24.950789441796097,80.188
4.0920411736461935,1.5093948216372517,24.98153814942468,83.172
4.093273405772316,1.5101552428455114,24.992147149928655,86.094
4.09462341419862,1.5061831609704768,24.997492212956605,89.016
4.096367869819341,1.511096005472631,25.00289675553982,91.922
4.097552114942335,1.5129652697920029,25.009536696139723,94.907
4.0985225926354145,1.5096328110880066,25.02364573195412,97.844
4.099901528953767,1.5114418129630423,25.036362925248888,100.76599999999999
4.101073970436793,1.5111194729845234,25.045095637572402,103.75
4.1018605314947605,1.5143932321982565,25.056759403652116,106.703
4.103038335414156,1.5123904801109036,25.063900339685436,109.641
4.104337614337191,1.5100240634127888,25.06892340401139,112.641
4.105187192932875,1.5107399495207057,25.082213189331775,115.594
4.1061775060315915,1.510068653678346,25.09583094242311,118.547
4.107134019306842,1.5098150461789475,25.1034397361502,121.532
4.108073995164488,1.5119298458092552,25.116498012881365,124.5
4.10876114522434,1.5107128675657617,25.124945499481477,127.532
4.109711566374285,1.511248939371902,25.139204378829255,130.516
4.110737854532936,1.510533051656427,25.142318070467795,133.563
4.111537695611251,1.5100945296514812,25.154399885754238,136.563
4.112169940462847,1.5125220540957904,25.170801374295365,139.563
4.113079968390535,1.5095456988289555,25.178837855515994,142.563
4.113632820055875,1.5101064054332711,25.186979785997618,145.594
4.114555001253864,1.5136969938167866,25.196411573066403,148.578
4.1154023875210015,1.5118107149573978,25.209359776169,151.61
4.1157930037621,1.5090777137954916,25.213526339271063,154.672
